index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
83d2df8824ccf3a157f721368674faf8,2025-12-02T03:56:00Z,'thunderstorm',www.thestar.com.my,en,0.9,"Thunderstorms, heavy rain forecast in Melaka, Johor until 2pm, says MetMalaysia","KUALA LUMPUR: The Malaysian Meteorological Department (MetMalaysia) has issued a thunderstorm, heavy rain and strong winds warning in two states until 2pm on Tuesday (Dec 2). Read full story",https://www.thestar.com.my/news/nation/2025/12/02/thunderstorms-heavy-rain-forecast-in-melaka-johor-until-2pm-says-metmalaysia,https://apicms.thestar.com.my/uploads/images/2025/12/02/3650988.JPG,,"KUALA LUMPUR: The Malaysian Meteorological Department (MetMalaysia) has issued a thunderstorm, heavy rain and strong winds warning in two states until 2pm on Tuesday (Dec 2).
MetMalaysia said in a s… [+484 chars]",,"Gewitter und starker Regen werden in Melaka, Johor bis 14 Uhr vorhergesagt, sagt MetMalaysia. KUALA LUMPUR: Das malaysische Wetteramt (MetMalaysia) hat in zwei Bundesstaaten bis Dienstag (2. Dezember) um 14 Uhr eine Warnung vor Gewitter, starkem Regen und starkem Wind herausgegeben. Lesen Sie die ganze Geschichte","Thunderstorms, heavy rain forecast in Melaka, Johor until 2pm, says MetMalaysia. KUALA LUMPUR: The Malaysian Meteorological Department (MetMalaysia) has issued a thunderstorm, heavy rain and strong winds warning in two states until 2pm on Tuesday (Dec 2). Read full story","Tonitruum, pluviae graves in Melaka, Johor usque ad 2pm praesagio, dicit MetMalaysia. KUALA LUMPUR: Department of Malaysian Meteorologicum (MetMalaysia) tonitruum, pluviam gravem et ventos validos in duabus civitatibus observavit usque ad diem 2pm die Martis (Dec. 2). Read full story",2025-12-03 16:53:54+00:00
fd89f023855f7c3c9a2e035408850e02,2025-12-02T04:24:26Z,'thunderstorm',www.nzherald.co.nz,en,0.9,Severe thunderstorm warning lifted for North Island but more wild weather on the way,"Auckland could see marble-sized hail, small tornadoes and heavy rain tomorrow.",https://www.nzherald.co.nz/nz/auckland/north-island-thunderstorm-warning-heavy-rain-hail-and-flooding-risk/FF4KQKCP65HA7DPXD5EUGJOGC4/,https://www.nzherald.co.nz/resizer/v2/JZ5DCYIXO5DJBGRJIWF3KPL6QA.PNG?auth=f9935db7a4779928fc2c0fe476029b6c0fa146a39341f38a6b983dcbd1acb750&width=1200&height=675&quality=70&smart=true,,"A strong wind watch is also in place for Northland and Auckland for 10 hours from 8am. 
MetService is warning residents that there is a moderate chance for most of the day that there will be thunder… [+2207 chars]",,"Die Warnung vor schweren Gewittern für die Nordinsel wurde aufgehoben, aber es ist noch mehr wildes Wetter unterwegs. In Auckland könnte es morgen zu marmorgroßem Hagel, kleinen Tornados und starkem Regen kommen.","Severe thunderstorm warning lifted for North Island but more wild weather on the way. Auckland could see marble-sized hail, small tornadoes and heavy rain tomorrow.","Gravis tonitribus monitus Islandiam Septentrionalem levavit sed magis in viis tempestatibus feris. Auckland videre poterat grandinem marmorarium, minutas parvas et cras pluvias graves.",2025-12-03 16:53:54+00:00
0b2a2e2cd4100bd8a9e601dc59500d01,2025-12-03T03:12:52Z,'thunderstorm',theconversation.com,en,0.9,Thunderstorms are noisily kicking off summer in NZ – what’s driving them?,"A burst of early-summer thunderstorms has swept across NZ, fuelled by unstable air and a shifting seasonal pattern. Here’s what it means for summer and beyond.",https://theconversation.com/thunderstorms-are-noisily-kicking-off-summer-in-nz-whats-driving-them-271195,https://images.theconversation.com/files/706014/original/file-20251203-56-vw46y9.jpg?ixlib=rb-4.1.0&rect=0%2C422%2C5004%2C2502&q=45&auto=format&w=1356&h=668&fit=crop,,"Hulton Archive/Getty Images
The rumble of thunderstorms across the country this week is a noisy reminder that summer is arriving – and with it, the mix of heat, humidity and unstable air that fuels … [+5303 chars]",,"Gewitter läuten lautstark den Sommer in Neuseeland ein – was treibt sie an? Eine Reihe von Frühsommergewittern ist über Neuseeland hinweggefegt, angeheizt durch instabile Luft und ein wechselndes saisonales Muster. Hier erfahren Sie, was es für den Sommer und darüber hinaus bedeutet.","Thunderstorms are noisily kicking off summer in NZ – what’s driving them?. A burst of early-summer thunderstorms has swept across NZ, fuelled by unstable air and a shifting seasonal pattern. Here’s what it means for summer and beyond.","Tonitruum aestas in NZ clamose recalcitrat - quid eos depellit?. Tempestates primae aestatis crepusculum per NZ invasit, ab aere instabili nutritum et temporis sui variam formam. Hic est quid significat aestatem et ultra.",2025-12-04 03:36:28+00:00
17593f7b12841f92e0f123b277a3d691,2025-12-01T13:38:11Z,'lightning rod',biztoc.com,en,0.9,UK pulls $1.15bn loan to Mozambique gas project after climate and terror concerns,"TotalEnergies scheme became lightning rod for terror in region, and was accused of violating human rights
Business live –latest updates
The UK government has pulled a controversial $1.15bn (£870m) loan to a giant gas project in Mozambique that has been accuse…",https://biztoc.com/x/d009ef8506e5a8bb,https://biztoc.com/cdn/d009ef8506e5a8bb_s.webp,,"TotalEnergies scheme became lightning rod for terror in region, and was accused of violating human rightsBusiness live latest updatesThe UK government has pulled a controversial $1.15bn (£870m) loan … [+143 chars]",,"Großbritannien zieht wegen Klima- und Terrorbedenken Kredit in Höhe von 1,15 Milliarden US-Dollar für Gasprojekt in Mosambik zurück. Das TotalEnergies-Programm wurde zum Blitzableiter des Terrors in der Region und wurde der Verletzung der Menschenrechte beschuldigt
Business Live – aktuelle Updates
Die britische Regierung hat einen umstrittenen Kredit in Höhe von 1,15 Milliarden US-Dollar (870 Millionen Pfund) für ein riesiges Gasprojekt in Mosambik zurückgezogen, das beschuldigt wurde…","UK pulls $1.15bn loan to Mozambique gas project after climate and terror concerns. TotalEnergies scheme became lightning rod for terror in region, and was accused of violating human rights
Business live –latest updates
The UK government has pulled a controversial $1.15bn (£870m) loan to a giant gas project in Mozambique that has been accuse…","UK $1.15bn mutuum trahit ad project gas Mozambici post caelum et terrorem curas. TotalEnergies machinatio virga fulminis propter terrorem in regione facta est et accusatus est de iuribus humanis violatis
Negotium vivere -latest updates
Imperium UK $ 1.15bn controversiam (£870m) detraxit mutuum giganti gasi Mozambique quod accusatum est…",2025-12-04 13:49:00+00:00
cbd3ed4a040602a15d48bdd135e820cc,2025-12-02T04:00:23Z,'lightning rod',www.boredpanda.com,en,0.9,"Viral Homeschool Clip Raises Eyebrows, People Question Parenting Choices","The moment a mother proudly shared her homeschool setup, the internet reacted with unexpected intensity. What she saw as a cozy learning space quickly became a lightning rod for criticism, stirring strong opinions about how children should be educated. As com…",https://www.boredpanda.com/mom-mocked-home-school-set-up-themodernmompreneur/,https://www.boredpanda.com/blog/wp-content/uploads/2025/12/mom-mocked-home-school-set-up-themodernmompreneur-fb.png,,"Every parent has their own way of raising their kids. Some swear by public school, others go the private route, and then there are the families who embrace homeschooling. But for one mom, things got … [+12627 chars]",,"Viraler Homeschool-Clip sorgt für Stirnrunzeln, Menschen hinterfragen Erziehungsentscheidungen. In dem Moment, als eine Mutter stolz ihren Homeschool-Aufbau teilte, reagierte das Internet mit unerwarteter Heftigkeit. Was sie als gemütlichen Lernraum ansah, wurde schnell zum Blitzableiter der Kritik und löste starke Meinungen darüber aus, wie Kinder erzogen werden sollten. Als com…","Viral Homeschool Clip Raises Eyebrows, People Question Parenting Choices. The moment a mother proudly shared her homeschool setup, the internet reacted with unexpected intensity. What she saw as a cozy learning space quickly became a lightning rod for criticism, stirring strong opinions about how children should be educated. As com…","Viral Homeschool Clip movet Supercilia, Populus Quaeritur Parenting Electiones. Momentum mater superbe in schola domestica communicavit, penitus inopinato intensione portavit. Quod spatium discendi fovere vidit celeriter factus est virga ad reprehensionem fulmen, opiniones fortes excitans quomodo pueri educandi essent. Ut com…",2025-12-04 13:49:00+00:00
eb8caebfc16779ea2f921523e1813e21,2025-12-03T18:13:31Z,'lightning rod',www.coveringthecorner.com,en,0.9,Season in Review: Bo Naylor,A bit of lightning rod for the fanbase,https://www.coveringthecorner.com/cleveland-guardians-analysis/64093/season-in-review-bo-naylor,https://s.yimg.com/ny/api/res/1.2/ssAeVArvySLI45DFYPLAxw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA7Y2Y9d2VicA--/https://media.zenfs.com/en/sb_nation_articles_115/8304c65054c4e3ad4c27a74c9fdfd17b,,"It was quite the turbulent season for Bo Naylor. From two pitchers he caught getting suspended for gambling to well a disappointing season at the plate, he had an interesting year.
He slashed .195/.… [+6084 chars]",,Saisonrückblick: Bo Naylor. Ein bisschen Blitzableiter für die Fangemeinde,Season in Review: Bo Naylor. A bit of lightning rod for the fanbase,Season in Review: Bo Naylor. Aliquantulus fulgur virga ad fanbase,2025-12-05 13:44:23+00:00
8c70723eb65617f66ae1ea85ce6752fc,2025-12-03T18:58:13Z,'hailstorm',www.abc.net.au,en,0.9,"Was your car one of 40,000 damaged in hailstorms? Here's what to do next",Insurers are urging those with damaged cars to make their claims as soon as possible in the aftermath of hailstorms across Queensland and parts of New South Wales.,https://www.abc.net.au/news/2025-12-04/hail-damage-to-cars-what-to-do/106097274,https://live-production.wcms.abc-cdn.net.au/1baeb79ee327bfa35f1b95111328ae22?impolicy=wcms_watermark_news&cropH=1152&cropW=2048&xPos=0&yPos=192&width=862&height=485&imformat=generic,,"Thousands of cars have been damaged across south-east Queensland and parts of New South Wales in recent weeks as a result of dangerous hailstorms.
The storms have led to about 40,000 insurance claim… [+5610 chars]",,"War Ihr Auto eines von 40.000 Hagelschäden? Hier erfahren Sie, was als Nächstes zu tun ist. Versicherer fordern diejenigen mit beschädigten Autos dringend auf, ihre Ansprüche nach den Hagelstürmen in Queensland und Teilen von New South Wales so schnell wie möglich geltend zu machen.","Was your car one of 40,000 damaged in hailstorms? Here's what to do next. Insurers are urging those with damaged cars to make their claims as soon as possible in the aftermath of hailstorms across Queensland and parts of New South Wales.","Tuus car unus 40,000 laedi in grandines? Hic quid faciendum est. Insuratores sollicitant eos carros laesis ut quam primum impetrent in grandinis reparatione trans Queenslandiam et partes Novae Walliae Australis.",2025-12-09 07:33:31+00:00
48cfd54ca52fcc67d421cec9505a0b42,2025-12-02T23:05:05Z,'thunderstorm warning',www.nzherald.co.nz,en,0.9,Whanganui weather: More heavy rain and thunderstorms forecast,Hundreds of homes lost power across Whanganui during the overnight storm.,https://www.nzherald.co.nz/whanganui-chronicle/news/whanganui-weather-more-heavy-rain-and-thunderstorms-forecast/JNXDYEM2SBD2VCPMFYAHIUU5NA/,https://www.nzherald.co.nz/resizer/v2/O4MOD7JSUNG6VEKLESFT6SEWYI.jpg?auth=d539241fd7baee0c18b8e59631c54887f237f60c864f2afa01e5f07d8a035cbe&width=1200&height=675&quality=70&smart=true,,"West said the cause of the Brunswick outage was under investigation but it was believed to be weather-related.
There were also a number of individual customer faults in Whanganui area at the time, a… [+1035 chars]",,Whanganui-Wetter: Weitere Starkregen- und Gewittervorhersage. Während des nächtlichen Sturms verloren Hunderte Häuser in ganz Whanganui den Strom.,Whanganui weather: More heavy rain and thunderstorms forecast. Hundreds of homes lost power across Whanganui during the overnight storm.,Whanganui tempestas: Plures imbres ac tonitribus Providemus. Centum domorum potestatem trans Whanganui pernoctare tempestatis amiserunt.,2025-12-10 13:49:06+00:00
4b6c4c9ba10a7f203c001df6b7322bea,2025-12-03T11:00:00Z,'thunderstorm',www.thestar.com.my,en,0.9,"Thunderstorms, heavy rain forecast across Peninsular M'sia until 9 pm","KUALA LUMPUR: The Malaysian Meteorological Department (MetMalaysia) has issued a thunderstorm warning, with heavy rain and strong winds expected across nine states in Peninsular Malaysia, as well as parts of Sabah and Sarawak, until 9pm on Wednesday (Dec 3). …",https://www.thestar.com.my/news/nation/2025/12/03/thunderstorms-heavy-rain-forecast-across-peninsular-m039sia-until-9-pm,https://apicms.thestar.com.my/uploads/images/2025/12/03/3653512.jpg,,"KUALA LUMPUR: The Malaysian Meteorological Department (MetMalaysia) has issued a thunderstorm warning, with heavy rain and strong winds expected across nine states in Peninsular Malaysia, as well as … [+1049 chars]",,Bis 21 Uhr werden auf der Halbinsel M'sia Gewitter und starker Regen vorhergesagt. KUALA LUMPUR: Das malaysische Wetteramt (MetMalaysia) hat eine Gewitterwarnung herausgegeben. Bis Mittwoch (3. Dezember) um 21 Uhr werden in neun Bundesstaaten der malaysischen Halbinsel sowie in Teilen von Sabah und Sarawak heftige Regenfälle und starke Winde erwartet. …,"Thunderstorms, heavy rain forecast across Peninsular M'sia until 9 pm. KUALA LUMPUR: The Malaysian Meteorological Department (MetMalaysia) has issued a thunderstorm warning, with heavy rain and strong winds expected across nine states in Peninsular Malaysia, as well as parts of Sabah and Sarawak, until 9pm on Wednesday (Dec 3). …","Tonitruum, pluviae graves praenuntiant trans M'siam peninsularem usque ad 9 pm. KUALA LUMPUR: Department of Malaysian Meteorologicum (MetMalaysia) tonitribus monitum edidit, cum pluviae et ventos validi per novem civitates in Malaysia peninsulares expectati, necnon partes Sabah et Sarawak, usque ad horam nonam die Mercurii (Dec. 3). ...",2025-12-10 13:49:06+00:00
4a660a26a035e3974fdbc39f722fad57,2025-12-06T02:36:00Z,'thunderstorm warning',www.thestar.com.my,en,0.9,"Thunderstorm warning for four states, Labuan until 1pm","KUALA LUMPUR: The Malaysian Meteorological Department (MetMalaysia) has issued a thunderstorm warning for four states and the Federal Territory of Labuan, effective until 1pm on Saturday (Dec 6) Read full story",https://www.thestar.com.my/news/nation/2025/12/06/thunderstorm-warning-for-four-states-labuan-until-1pm,https://apicms.thestar.com.my/uploads/images/2025/12/06/3658062.jpg,,"KUALA LUMPUR: The Malaysian Meteorological Department (MetMalaysia) has issued a thunderstorm warning for four states and the Federal Territory of Labuan, effective until 1pm on Saturday (Dec 6).
Me… [+719 chars]",,"Gewitterwarnung für vier Bundesstaaten, Labuan bis 13 Uhr. KUALA LUMPUR: Das malaysische Wetteramt (MetMalaysia) hat eine Gewitterwarnung für vier Bundesstaaten und das Bundesterritorium Labuan herausgegeben, die bis Samstag (6. Dezember) um 13 Uhr gilt. Lesen Sie den vollständigen Artikel","Thunderstorm warning for four states, Labuan until 1pm. KUALA LUMPUR: The Malaysian Meteorological Department (MetMalaysia) has issued a thunderstorm warning for four states and the Federal Territory of Labuan, effective until 1pm on Saturday (Dec 6) Read full story","Tonitruus monitus pro quattuor civitatibus, Labuan usque ad 1pm. KUALA LUMPUR: De Department Malaysian Meteorologico (MetMalaysia) tonitribus monitum pro quattuor civitatibus et Territorium Foederatum Labuan, efficax usque ad 1pm die Sabbati (Dec 6) plenam fabulam Read",2025-12-10 13:49:06+00:00
